investor_id,sip_count,avg_gap_days,max_gap_days,status,last_sip_date
INV004015,6,88.0,190,at-risk,2025-04-15
INV004017,7,40.5,85,at-risk,2024-11-30
INV004023,10,52.0,93,at-risk,2025-05-25
INV004037,6,74.6,137,at-risk,2025-05-18
INV004038,7,71.67,207,at-risk,2025-05-11
INV004049,6,48.2,83,at-risk,2025-04-03
INV004063,8,56.57,167,at-risk,2025-05-14
INV004066,7,75.17,319,at-risk,2025-04-10
INV004069,6,74.0,196,at-risk,2025-01-20
INV004070,7,67.67,170,at-risk,2025-03-18
INV004079,7,71.33,164,at-risk,2025-03-24
INV004085,7,68.33,260,at-risk,2025-05-22
INV004091,6,73.6,240,at-risk,2025-03-27
INV004094,6,55.8,167,at-risk,2025-05-29
INV004098,6,58.2,87,at-risk,2025-04-10
INV004099,6,58.8,174,at-risk,2025-01-20
INV004106,6,55.8,151,at-risk,2024-11-29
INV004112,6,55.2,112,at-risk,2024-10-30
INV004116,10,54.89,117,at-risk,2025-05-26
INV004118,6,64.6,161,at-risk,2025-05-02
INV004119,6,73.2,237,at-risk,2025-03-30
INV004123,6,85.0,138,at-risk,2025-05-13
INV004124,6,63.8,193,at-risk,2025-04-24
INV004125,9,61.62,142,at-risk,2025-05-10
INV004127,6,87.6,190,at-risk,2025-03-15
INV004128,6,67.2,156,at-risk,2025-01-03
INV004134,6,35.4,54,at-risk,2024-07-01
INV004135,10,50.11,164,at-risk,2025-04-06
INV004143,6,97.0,280,at-risk,2025-05-21
INV004145,6,66.2,144,at-risk,2025-01-09
INV004146,6,88.2,253,at-risk,2025-04-28
INV004147,6,72.2,136,at-risk,2025-05-28
INV004149,6,50.2,130,at-risk,2025-01-18
INV004151,8,63.14,197,at-risk,2025-05-09
INV004153,8,60.0,125,at-risk,2025-05-29
INV004154,12,46.73,90,at-risk,2025-05-29
INV004172,8,63.0,196,at-risk,2025-03-26
INV004174,6,86.6,195,at-risk,2025-03-09
INV004175,8,67.86,133,at-risk,2025-05-11
INV004177,8,45.43,117,at-risk,2024-12-29
INV004179,6,71.2,129,at-risk,2025-04-05
INV004181,6,93.4,245,at-risk,2025-05-17
INV004191,7,77.17,310,at-risk,2025-05-04
INV004196,7,78.33,219,at-risk,2025-05-13
INV004199,6,58.2,138,at-risk,2025-02-01
INV004202,9,47.62,114,at-risk,2025-04-15
INV004203,8,66.57,113,at-risk,2025-05-02
INV004208,6,73.4,156,at-risk,2025-05-03
INV004212,7,69.33,169,at-risk,2025-05-19
INV004216,7,82.0,195,at-risk,2025-05-27
INV004228,7,72.33,112,at-risk,2025-05-08
INV004232,6,71.4,232,at-risk,2025-01-14
INV004239,8,61.14,130,at-risk,2025-04-29
INV004241,10,53.67,117,at-risk,2025-05-28
INV004243,8,55.71,131,at-risk,2025-03-08
INV004246,7,34.17,64,active,2024-09-10
INV004247,6,87.2,274,at-risk,2025-05-27
INV004248,7,42.67,93,at-risk,2024-11-07
INV004258,7,49.67,105,at-risk,2025-01-22
INV004266,7,61.83,101,at-risk,2025-01-15
INV004267,7,53.33,109,at-risk,2025-05-12
INV004270,7,69.67,204,at-risk,2025-05-20
INV004271,6,79.8,157,at-risk,2025-03-22
INV004279,8,50.29,116,at-risk,2025-02-12
INV004281,8,41.71,93,at-risk,2024-11-04
INV004282,8,52.86,105,at-risk,2025-04-20
INV004285,7,76.17,169,at-risk,2025-04-18
INV004288,7,72.83,223,at-risk,2025-04-06
INV004289,11,45.9,201,at-risk,2025-05-17
INV004293,6,81.8,142,at-risk,2025-03-22
INV004295,9,44.75,119,at-risk,2025-01-29
INV004296,6,102.2,304,at-risk,2025-05-27
INV004297,9,41.88,82,at-risk,2025-05-20
INV004299,8,64.14,175,at-risk,2025-05-23
INV004306,7,57.0,118,at-risk,2025-04-05
INV004308,7,84.67,244,at-risk,2025-05-23
INV004314,6,83.0,195,at-risk,2025-04-10
INV004319,9,60.5,275,at-risk,2025-05-13
INV004321,9,42.0,84,at-risk,2024-12-05
INV004324,7,77.67,173,at-risk,2025-05-18
INV004326,10,40.11,78,at-risk,2025-04-18
INV004332,8,64.71,149,at-risk,2025-05-19
INV004335,8,64.43,104,at-risk,2025-05-06
INV004338,10,48.89,209,at-risk,2025-04-20
INV004340,6,67.8,252,at-risk,2025-02-10
INV004343,6,63.0,190,at-risk,2025-04-26
INV004348,6,52.2,120,at-risk,2025-05-12
INV004349,7,72.5,159,at-risk,2025-04-30
INV004356,6,30.8,81,active,2025-03-28
INV004357,8,72.43,305,at-risk,2025-05-24
INV004358,8,45.86,87,at-risk,2024-12-31
INV004361,8,61.57,124,at-risk,2025-04-05
INV004364,6,80.6,173,at-risk,2025-03-19
INV004367,6,81.6,194,at-risk,2025-05-23
INV004372,6,59.2,155,at-risk,2025-02-02
INV004391,6,57.0,96,at-risk,2024-10-14
INV004392,6,90.4,200,at-risk,2025-04-26
INV004400,8,46.57,104,at-risk,2025-01-29
INV004401,8,69.86,216,at-risk,2025-05-15
INV004403,6,73.6,150,at-risk,2025-02-14
INV004410,11,40.9,138,at-risk,2025-04-15
INV004411,6,61.0,111,at-risk,2024-12-04
INV004412,7,82.33,173,at-risk,2025-05-14
INV004413,8,69.0,142,at-risk,2025-05-26
INV004414,8,53.86,176,at-risk,2025-01-13
INV004421,6,90.8,221,at-risk,2025-04-15
INV004427,11,50.8,125,at-risk,2025-05-29
INV004434,6,84.6,156,at-risk,2025-05-27
INV004446,6,65.8,170,at-risk,2025-04-11
INV004447,7,49.83,129,at-risk,2024-12-13
INV004450,6,61.6,153,at-risk,2024-11-11
INV004451,6,84.0,137,at-risk,2025-05-24
INV004452,7,81.0,180,at-risk,2025-05-05
INV004454,6,98.4,311,at-risk,2025-05-30
INV004455,6,50.0,105,at-risk,2025-04-21
INV004457,6,81.4,188,at-risk,2025-03-11
INV004459,7,53.83,141,at-risk,2025-02-01
INV004460,9,42.5,93,at-risk,2024-12-28
INV004463,6,94.8,211,at-risk,2025-05-06
INV004464,7,62.5,142,at-risk,2025-03-02
INV004468,7,76.83,154,at-risk,2025-05-17
INV004472,7,50.67,156,at-risk,2025-05-18
INV004473,7,73.33,152,at-risk,2025-04-05
INV004475,7,67.83,87,at-risk,2025-05-17
INV004477,8,58.71,180,at-risk,2025-05-22
INV004484,6,61.6,182,at-risk,2025-02-21
INV004502,7,74.5,165,at-risk,2025-03-24
INV004504,8,55.14,247,at-risk,2025-03-13
INV004511,6,37.2,89,at-risk,2025-04-08
INV004517,6,86.6,185,at-risk,2025-04-11
INV004521,7,54.5,76,at-risk,2025-04-02
INV004523,6,87.2,127,at-risk,2025-05-07
INV004528,7,54.0,149,at-risk,2025-05-21
INV004531,8,60.0,159,at-risk,2025-04-22
INV004533,7,55.0,118,at-risk,2025-04-21
INV004542,7,34.0,59,active,2024-09-05
INV004547,7,67.5,165,at-risk,2025-05-14
INV004555,8,53.14,151,at-risk,2025-05-03
INV004560,9,48.38,107,at-risk,2025-03-19
INV004562,6,83.8,158,at-risk,2025-02-25
INV004563,7,64.83,211,at-risk,2025-05-17
INV004574,8,54.57,116,at-risk,2025-04-09
INV004576,6,63.0,132,at-risk,2025-03-08
INV004579,8,43.86,77,at-risk,2025-01-25
INV004581,8,72.14,234,at-risk,2025-05-22
INV004589,6,71.4,225,at-risk,2025-01-19
INV004594,8,59.14,122,at-risk,2025-04-26
INV004598,6,84.2,195,at-risk,2025-04-01
INV004602,9,59.62,242,at-risk,2025-04-25
INV004607,8,56.0,214,at-risk,2025-04-02
INV004608,8,55.0,96,at-risk,2025-02-23
INV004611,7,51.17,217,at-risk,2024-12-14
INV004614,6,79.6,117,at-risk,2025-04-11
INV004617,9,39.25,83,at-risk,2024-12-12
INV004621,9,54.25,203,at-risk,2025-03-22
INV004625,6,96.4,246,at-risk,2025-05-30
INV004629,8,64.57,175,at-risk,2025-04-15
INV004630,9,50.62,95,at-risk,2025-02-25
INV004631,8,64.71,109,at-risk,2025-05-08
INV004633,7,78.17,189,at-risk,2025-05-13
INV004635,7,58.67,142,at-risk,2025-02-22
INV004636,6,75.6,160,at-risk,2025-03-10
INV004638,7,54.33,110,at-risk,2025-03-15
INV004640,7,68.33,202,at-risk,2025-05-10
INV004641,6,67.8,105,at-risk,2025-01-17
INV004642,6,54.8,232,at-risk,2024-11-23
INV004643,6,50.6,101,at-risk,2024-10-19
INV004646,7,64.5,158,at-risk,2025-04-25
INV004647,7,70.67,138,at-risk,2025-03-22
INV004650,6,80.8,143,at-risk,2025-03-16
INV004661,8,69.71,181,at-risk,2025-05-23
INV004665,6,83.4,137,at-risk,2025-04-21
INV004672,7,72.0,127,at-risk,2025-03-28
INV004680,7,47.17,155,at-risk,2025-04-16
INV004682,9,42.25,105,at-risk,2024-12-07
INV004688,6,77.6,181,at-risk,2025-02-12
INV004692,6,83.6,190,at-risk,2025-03-15
INV004701,7,20.0,82,active,2024-05-30
INV004704,6,93.8,141,at-risk,2025-04-30
INV004712,8,48.57,84,at-risk,2025-02-21
INV004715,7,56.83,169,at-risk,2025-05-29
INV004716,7,74.0,197,at-risk,2025-05-28
INV004737,10,54.56,120,at-risk,2025-05-25
INV004738,6,93.2,148,at-risk,2025-05-05
INV004741,7,72.33,157,at-risk,2025-04-07
INV004753,6,61.4,87,at-risk,2025-05-04
INV004755,7,61.17,181,at-risk,2025-04-21
INV004761,6,71.4,139,at-risk,2025-01-04
INV004763,7,83.5,184,at-risk,2025-05-25
INV004764,6,83.0,144,at-risk,2025-05-02
INV004770,8,72.86,146,at-risk,2025-05-28
INV004776,9,57.38,145,at-risk,2025-05-15
INV004780,7,69.5,154,at-risk,2025-04-13
INV004785,7,66.17,248,at-risk,2025-04-03
INV004787,7,72.33,140,at-risk,2025-05-27
INV004798,7,53.67,106,at-risk,2024-12-12
INV004804,6,79.2,137,at-risk,2025-05-12
INV004805,7,44.67,92,at-risk,2025-03-30
INV004807,8,36.86,86,at-risk,2025-05-04
INV004813,6,62.0,253,at-risk,2024-12-06
INV004819,7,62.0,120,at-risk,2025-03-16
INV004825,7,70.0,141,at-risk,2025-05-05
INV004833,6,65.4,171,at-risk,2025-04-19
INV004834,9,38.62,106,at-risk,2024-12-10
INV004840,7,41.0,103,at-risk,2025-01-23
INV004843,8,50.86,153,at-risk,2025-03-29
INV004844,7,66.67,118,at-risk,2025-05-29
INV004845,6,81.8,197,at-risk,2025-03-09
INV004847,7,73.5,281,at-risk,2025-04-12
INV004848,9,54.12,166,at-risk,2025-03-25
INV004860,6,78.4,189,at-risk,2025-03-31
INV004863,7,68.0,220,at-risk,2025-04-30
INV004864,8,43.29,114,at-risk,2025-01-02
INV004865,7,76.33,143,at-risk,2025-05-23
INV004868,8,56.0,226,at-risk,2025-05-10
INV004871,8,69.14,170,at-risk,2025-05-08
INV004877,7,80.5,276,at-risk,2025-05-11
INV004889,7,70.67,159,at-risk,2025-03-27
INV004891,8,55.86,128,at-risk,2025-03-05
INV004896,6,79.4,252,at-risk,2025-03-16
INV004901,6,54.6,96,at-risk,2025-03-18
INV004911,7,63.67,97,at-risk,2025-02-05
INV004913,6,87.0,156,at-risk,2025-05-21
INV004916,7,75.5,162,at-risk,2025-04-13
INV004917,7,51.0,77,at-risk,2025-04-16
INV004924,9,59.75,116,at-risk,2025-05-02
INV004925,7,70.83,105,at-risk,2025-03-30
INV004926,8,66.29,133,at-risk,2025-05-30
INV004927,7,34.17,63,active,2024-09-17
INV004947,6,45.0,75,at-risk,2024-09-14
INV004953,7,67.17,138,at-risk,2025-03-24
INV004956,8,59.14,155,at-risk,2025-04-06
INV004958,7,73.17,135,at-risk,2025-03-24
INV004959,6,68.6,193,at-risk,2025-01-01
INV004967,6,63.2,112,at-risk,2025-02-05
INV004973,9,55.0,99,at-risk,2025-04-29
INV004974,8,52.43,102,at-risk,2025-04-14
INV004978,7,63.83,157,at-risk,2025-04-18
INV004981,8,49.14,115,at-risk,2024-12-14
INV004983,7,57.67,128,at-risk,2024-12-27
INV004984,7,75.33,177,at-risk,2025-04-27
INV004986,7,81.33,185,at-risk,2025-05-29
INV004992,7,81.5,176,at-risk,2025-05-08
INV004996,10,46.33,104,at-risk,2025-04-25
INV004997,7,71.0,248,at-risk,2025-04-28
